날짜,종가,거래량
2023-01-10,96500,534966
2023-01-09,97500,475897
2023-01-06,94700,447567
2023-01-05,92700,441784
2023-01-04,94300,463744
2023-01-03,93200,470258
2023-01-02,93400,710596
2022-12-29,92100,543767
2022-12-28,92200,1388923
2022-12-27,97900,887137
2022-12-26,97300,570527
2022-12-23,97000,800150
2022-12-22,101200,396889
2022-12-21,99800,452332
2022-12-20,99700,427319
2022-12-19,100200,378458
2022-12-16,101000,451806
2022-12-15,102000,474988
2022-12-14,104500,596056
2022-12-13,102300,529918
2022-12-12,101400,617474
2022-12-09,101000,1493777
2022-12-08,103500,604990
2022-12-07,105000,596945
2022-12-06,104400,787926
2022-12-05,106700,878090
2022-12-02,109900,1426106
2022-12-01,115100,1069289
2022-11-30,113800,1085218
2022-11-29,110500,469756
2022-11-28,109500,790658
2022-11-25,113400,1504283
2022-11-24,108800,633634
2022-11-23,105300,588936
2022-11-22,102500,735515
2022-11-21,105400,1107684
2022-11-18,109300,622197
2022-11-17,110800,575393
2022-11-16,112500,1381227
2022-11-15,116600,1164795
2022-11-14,115700,2325025
2022-11-11,110600,1752384
2022-11-10,106900,899600
2022-11-09,109100,737451
2022-11-08,108800,971591
2022-11-07,108700,827471
2022-11-04,110000,816114
2022-11-03,111600,1001247
2022-11-02,109700,1796121
2022-11-01,115500,933663
2022-10-31,115100,961283
2022-10-28,114400,1843591
2022-10-27,110900,2173083
2022-10-26,103300,615216
2022-10-25,103500,1193901
2022-10-24,107000,1019201
2022-10-21,106400,2228353
2022-10-20,102000,1381990
2022-10-19,106200,1947701
2022-10-18,104800,2818643
2022-10-17,109100,1346295
2022-10-14,104800,971419
2022-10-13,104700,1234173
2022-10-12,99500,866789
2022-10-11,98400,821592
2022-10-07,97000,732747
2022-10-06,96700,935919
2022-10-05,91400,721098
2022-10-04,92400,778671
2022-09-30,88100,998231
2022-09-29,90800,864850
2022-09-28,92100,1060251
2022-09-27,95100,1161641
2022-09-26,92300,1585907
2022-09-23,101100,1600551
2022-09-22,107900,1131140
2022-09-21,104000,918979
2022-09-20,102000,971771
2022-09-19,100000,1062995
2022-09-16,99700,1512218
2022-09-15,103600,1396055
2022-09-14,107000,2213602
2022-09-13,108400,1038789
2022-09-08,108000,924757
2022-09-07,104300,829732
2022-09-06,103800,590916
2022-09-05,102900,989839
2022-09-02,106100,456087
2022-09-01,106600,961890
2022-08-31,112200,925974
2022-08-30,112100,502527
2022-08-29,111900,643984
2022-08-26,114200,538908
2022-08-25,116400,575412
2022-08-24,115300,899069
2022-08-23,111500,609277
2022-08-22,113000,694416
2022-08-19,114000,994546
2022-08-18,117700,717126
2022-08-17,119200,729290
2022-08-16,118100,784273
2022-08-12,118500,998978
2022-08-11,121400,1394924
2022-08-10,122400,716593
2022-08-09,123300,926430
2022-08-08,121600,1181132
2022-08-05,124000,2022989
2022-08-04,128000,1554544
2022-08-03,127500,1000161
2022-08-02,125500,823652
2022-08-01,127700,1734729
2022-07-29,119400,610438
2022-07-28,118900,818259
2022-07-27,117200,505338
2022-07-26,117300,783952
2022-07-25,118100,644565
2022-07-22,117600,1634500
2022-07-21,115000,1686917
2022-07-20,109900,1383052
2022-07-19,110600,1214631
2022-07-18,109800,1395732
2022-07-15,111500,1792794
2022-07-14,117000,1906215
2022-07-13,120000,1074732
2022-07-12,110900,292517
2022-07-11,114600,293996
2022-07-08,118900,371124
2022-07-07,116400,343429
2022-07-06,115000,499510
2022-07-05,120400,820535
2022-07-04,111800,648837
2022-07-01,108600,695589
2022-06-30,113500,924611
2022-06-29,121400,787677
2022-06-28,127900,1339086
2022-06-27,135900,3082174
2022-06-24,497400,422162
2022-06-23,471200,533021
2022-06-22,522000,257292
2022-06-21,523000,234212
2022-06-20,518900,289931
2022-06-17,519700,215632
2022-06-16,522000,247332
2022-06-15,512200,534703
2022-06-14,535900,325795
2022-06-13,511500,252347
2022-06-10,511900,213810
2022-06-09,502800,202756
2022-06-08,485500,109504
2022-06-07,481100,155274
2022-06-03,495800,132482
2022-06-02,503200,100321
2022-05-31,505000,244181
2022-05-30,489200,162464
2022-05-27,467100,94651
2022-05-26,465800,135879
2022-05-25,475000,181877
2022-05-24,478500,174928
2022-05-23,496400,199700
2022-05-20,493400,275928
2022-05-19,474800,307229
2022-05-18,475900,200337
2022-05-17,469500,152751
2022-05-16,449500,156218
2022-05-13,449500,350738
2022-05-12,446100,311372
2022-05-11,476400,159363
2022-05-10,476900,304845
2022-05-09,481000,188668
2022-05-06,498500,496425
2022-05-04,520100,350747
2022-05-03,511000,337130
2022-05-02,490000,265195
2022-04-29,476400,283638
2022-04-28,451500,124902
2022-04-27,449800,219297
2022-04-26,450700,159281
2022-04-25,455200,235814
2022-04-22,473700,129592
2022-04-21,474500,178364
2022-04-20,475100,159729
2022-04-19,480000,213743
2022-04-18,467000,213754
2022-04-15,458500,147984
2022-04-14,458800,290423
2022-04-13,464400,313531
2022-04-12,443400,344926
2022-04-11,457000,405608
2022-04-08,468500,1015882
2022-04-07,430100,879165
2022-04-06,423800,324409
2022-04-05,414900,388417
2022-04-04,388700,125124
2022-04-01,390300,160946
2022-03-31,397700,250890
2022-03-30,388500,152984
2022-03-29,383500,239141
2022-03-28,374500,174639
2022-03-25,385100,203896
2022-03-24,382500,258961
2022-03-23,391200,376292
2022-03-22,362400,101540
2022-03-21,362700,162669
2022-03-18,362500,167708
2022-03-17,358300,314942
2022-03-16,339400,230266
2022-03-15,326500,223200
2022-03-14,322400,441917
2022-03-11,341900,266814
2022-03-10,359300,334656
2022-03-08,348300,432112
2022-03-07,381400,161865
2022-03-04,386800,171805
2022-03-03,392500,224631
2022-03-02,393500,357264
2022-02-28,375200,371313
2022-02-25,360000,470852
2022-02-24,325600,273373
2022-02-23,345500,168727
2022-02-22,347800,205974
2022-02-21,343600,152452
2022-02-18,347800,214202
2022-02-17,350400,510209
2022-02-16,342600,301537
2022-02-15,331000,310099
2022-02-14,330400,350961
2022-02-11,333000,615165
2022-02-10,319000,262980
2022-02-09,332300,342044
2022-02-08,322300,536617
2022-02-07,325600,746818
2022-02-04,339400,224909
2022-02-03,339000,538462
2022-01-28,328300,829877
2022-01-27,326100,1880477
2022-01-26,328500,1140642
2022-01-25,406300,399637
2022-01-24,400400,730341
2022-01-21,433800,287613
2022-01-20,455000,207010
2022-01-19,431900,137729
2022-01-18,438300,131522
2022-01-17,435100,118198
2022-01-14,433000,111371
2022-01-13,443100,207398
2022-01-12,445000,235550
2022-01-11,424500,211371
2022-01-10,436900,185584
2022-01-07,450800,169222
2022-01-06,452500,207283
2022-01-05,465500,172344
