날짜,전일비,시가,고가,저가,종가,거래량
2024-10-17,0,28100,28800,28100,28350,102966
2024-10-16,+50,28350,28600,28000,28350,342342
2024-10-15,-650,29200,29550,28100,28300,459137
2024-10-14,-150,28800,29400,28500,28950,330506
2024-10-11,-1050,30200,30550,29050,29100,476983
2024-10-10,-100,30700,30700,29850,30150,393099
2024-10-08,-650,30600,30650,29750,30250,499461
2024-10-07,+1300,29900,31150,29550,30900,668202
2024-10-04,-250,29800,30050,29400,29600,371162
2024-10-02,-650,30000,30700,29800,29850,516699
