날짜,종가,거래량
2022-11-25,721000,101478
2022-11-24,728000,579933
2022-11-23,701000,191924
2022-11-22,687000,310815
2022-11-21,682000,182612
2022-11-18,704000,142426
2022-11-17,700000,129929
2022-11-16,707000,288503
2022-11-15,710000,317416
2022-11-14,726000,261052
2022-11-11,737000,304326
2022-11-10,695000,244047
2022-11-09,715000,259082
2022-11-08,691000,275840
2022-11-07,704000,227579
2022-11-04,690000,228545
2022-11-03,683000,280224
2022-11-02,672000,406352
2022-11-01,695000,542234
2022-10-31,626000,742102
2022-10-28,615000,382546
2022-10-27,599000,368746
2022-10-26,562000,377920
2022-10-25,552000,394043
2022-10-24,575000,223220
2022-10-21,568000,215837
2022-10-20,569000,331791
2022-10-19,593000,373510
2022-10-18,611000,252952
2022-10-17,575000,204701
2022-10-14,573000,202716
2022-10-13,575000,179628
2022-10-12,591000,223909
2022-10-11,597000,182433
2022-10-07,589000,226552
2022-10-06,583000,271926
2022-10-05,560000,277111
2022-10-04,555000,243185
2022-09-30,536000,195616
2022-09-29,547000,238292
2022-09-28,546000,268783
2022-09-27,569000,198596
2022-09-26,571000,228945
2022-09-23,604000,170878
2022-09-22,626000,169181
2022-09-21,625000,130405
2022-09-20,630000,151446
2022-09-19,635000,176594
2022-09-16,635000,269644
2022-09-15,658000,178835
2022-09-14,663000,241828
2022-09-13,665000,255024
2022-09-08,644000,261855
2022-09-07,623000,125039
2022-09-06,619000,121347
2022-09-05,616000,117418
2022-09-02,610000,222946
2022-09-01,623000,216332
2022-08-31,632000,220189
2022-08-30,611000,106908
2022-08-29,604000,184247
2022-08-26,616000,158260
2022-08-25,616000,130414
2022-08-24,614000,211971
2022-08-23,620000,186219
2022-08-22,639000,137281
2022-08-19,640000,125190
2022-08-18,651000,109764
2022-08-17,658000,156969
2022-08-16,662000,144859
2022-08-12,665000,181272
2022-08-11,658000,241071
2022-08-10,648000,219243
2022-08-09,671000,345726
2022-08-08,652000,202613
2022-08-05,642000,399896
2022-08-04,609000,208348
2022-08-03,614000,235931
2022-08-02,610000,163355
2022-08-01,613000,281615
2022-07-29,603000,323842
2022-07-28,598000,553103
2022-07-27,565000,417385
2022-07-26,567000,235116
2022-07-25,556000,169024
2022-07-22,561000,160911
2022-07-21,569000,363430
2022-07-20,540000,225805
2022-07-19,521000,161162
2022-07-18,515000,160879
2022-07-15,512000,229151
2022-07-14,530000,226078
2022-07-13,517000,209137
2022-07-12,514000,171869
2022-07-11,522000,355703
2022-07-08,540000,272655
2022-07-07,524000,207035
2022-07-06,506000,194029
2022-07-05,512000,228594
2022-07-04,500000,167301
2022-07-01,509000,243043
2022-06-30,516000,312772
2022-06-29,530000,444423
2022-06-28,570000,185976
2022-06-27,545000,269873
2022-06-24,543000,287977
2022-06-23,551000,321659
2022-06-22,553000,209917
