날짜,전일비,시가,고가,저가,종가,거래량
2024-10-17,-200,23500,23600,23000,23400,7791
2024-10-16,+1000,22550,23600,22250,23600,96839
2024-10-15,0,22600,22750,22400,22600,30803
2024-10-14,-50,22600,22750,22300,22600,45205
2024-10-11,-450,23200,23300,22500,22650,75307
2024-10-10,-500,23700,23800,23050,23100,64658
2024-10-08,-850,24400,24400,23450,23600,60905
2024-10-07,+950,23850,24500,23850,24450,66748
2024-10-04,-400,23850,23900,23300,23500,32246
2024-10-02,-300,23700,24050,23450,23900,42963
