날짜,종가,거래량
2023-05-03,201000,460771
2023-05-02,201500,573959
2023-04-28,197500,1056770
2023-04-27,202000,976414
2023-04-26,201500,2214068
2023-04-25,201000,2084924
2023-04-24,191900,434584
2023-04-21,190400,454248
2023-04-20,192500,423616
2023-04-19,193600,571094
2023-04-18,191400,961739
2023-04-17,195000,497443
2023-04-14,196100,670548
2023-04-13,198900,824006
2023-04-12,198200,1517626
2023-04-11,192100,1067237
2023-04-10,185900,480371
2023-04-07,185100,435717
2023-04-06,185100,667512
2023-04-05,186700,509578
2023-04-04,183800,510739
2023-04-03,183600,534323
2023-03-31,184500,668373
2023-03-30,181200,525981
2023-03-29,180400,571771
2023-03-28,177100,341408
2023-03-27,176100,402749
2023-03-24,177700,649952
2023-03-23,180500,591091
2023-03-22,180300,718542
2023-03-21,175800,297779
2023-03-20,175100,366357
2023-03-17,176600,507745
2023-03-16,174000,392030
2023-03-15,174300,481716
2023-03-14,171000,589581
2023-03-13,176000,529759
2023-03-10,175000,443221
2023-03-09,176300,808110
2023-03-08,174900,497195
2023-03-07,175100,462996
2023-03-06,177500,547005
2023-03-03,176100,549203
2023-03-02,178500,747929
2023-02-28,176300,824763
2023-02-27,173300,427027
2023-02-24,173900,382070
2023-02-23,176200,446435
2023-02-22,174200,432567
2023-02-21,178200,454862
2023-02-20,178200,404747
2023-02-17,179000,457976
2023-02-16,179300,1070527
2023-02-15,172700,451687
2023-02-14,173700,502938
2023-02-13,171600,373651
2023-02-10,173400,372830
2023-02-09,172600,583923
2023-02-08,172700,442701
2023-02-07,170500,533337
2023-02-06,170700,582407
2023-02-03,172800,770290
2023-02-02,169900,548264
2023-02-01,170000,599556
2023-01-31,167000,698589
2023-01-30,170000,831088
2023-01-27,173900,1174428
2023-01-26,174900,1692960
2023-01-25,165700,359163
2023-01-20,164500,296063
2023-01-19,164000,353522
2023-01-18,164500,499603
2023-01-17,166000,452113
2023-01-16,166500,797353
2023-01-13,169000,707095
2023-01-12,166500,869403
2023-01-11,164000,367725
2023-01-10,163000,414613
2023-01-09,164000,614204
2023-01-06,159500,502420
2023-01-05,159000,577152
2023-01-04,160500,463444
2023-01-03,159000,787752
2023-01-02,157000,1132256
2022-12-29,151000,552974
2022-12-28,154000,556921
2022-12-27,158000,637139
2022-12-26,158000,387872
2022-12-23,157000,336597
2022-12-22,158500,452454
2022-12-21,156000,531850
2022-12-20,157000,1039931
2022-12-19,159000,734465
2022-12-16,162500,446581
2022-12-15,162000,383741
2022-12-14,163500,614474
2022-12-13,159500,756323
2022-12-12,163500,232963
2022-12-09,162500,464194
2022-12-08,162000,703551
2022-12-07,163000,379112
2022-12-06,164500,434862
2022-12-05,165500,788455
2022-12-02,169000,453689
2022-12-01,171500,499538
2022-11-30,169000,633720
2022-11-29,169000,341427
2022-11-28,167500,551024
2022-11-25,166000,356637
2022-11-24,167500,323362
2022-11-23,166000,449446
2022-11-22,165500,454542
2022-11-21,168000,517728
2022-11-18,169500,559141
2022-11-17,170000,502812
2022-11-16,172000,642717
2022-11-15,174500,838806
2022-11-14,176000,1379189
2022-11-11,172000,980474
2022-11-10,169500,1018720
2022-11-09,169500,953568
2022-11-08,170000,804889
2022-11-07,169500,1126417
2022-11-04,163000,522276
2022-11-03,162000,1008989
2022-11-02,165000,941434
2022-11-01,164500,628185
2022-10-31,164500,622380
2022-10-28,164000,752111
2022-10-27,162000,876823
2022-10-26,160500,1023919
2022-10-25,162500,967860
2022-10-24,161500,1443569
2022-10-21,167000,695788
2022-10-20,168500,692203
2022-10-19,168000,1111330
2022-10-18,168000,1286984
2022-10-17,167000,665601
2022-10-14,167000,657249
2022-10-13,164500,691537
2022-10-12,168000,821753
2022-10-11,168000,1145441
2022-10-07,175500,608384
2022-10-06,178000,611007
2022-10-05,177000,1144019
2022-10-04,179500,831935
2022-09-30,176500,1005125
2022-09-29,181500,714142
2022-09-28,179500,1163914
2022-09-27,186000,890612
2022-09-26,182500,1609911
2022-09-23,190500,680644
2022-09-22,193500,540322
2022-09-21,197000,622478
2022-09-20,198500,692217
2022-09-19,201500,693456
2022-09-16,201000,911954
2022-09-15,198000,404656
2022-09-14,198500,668955
2022-09-13,200500,910285
2022-09-08,200000,860563
2022-09-07,202000,758254
2022-09-06,201000,591596
2022-09-05,200000,886938
2022-09-02,196500,1401989
2022-09-01,195500,785337
2022-08-31,196000,762426
2022-08-30,195500,891335
2022-08-29,188500,601747
2022-08-26,193500,473581
2022-08-25,192000,561737
2022-08-24,188000,700265
2022-08-23,189000,711974
2022-08-22,189000,532730
2022-08-19,190000,770986
2022-08-18,186000,1438270
2022-08-17,190000,1410422
2022-08-16,197500,505801
2022-08-12,196000,627417
2022-08-11,193000,731121
2022-08-10,192500,510243
2022-08-09,193500,962838
2022-08-08,196000,635689
2022-08-05,194500,919482
2022-08-04,196500,622111
2022-08-03,197000,683572
2022-08-02,196500,721088
2022-08-01,196000,601112
2022-07-29,196000,844829
2022-07-28,195000,757504
2022-07-27,196000,608998
2022-07-26,196000,735482
2022-07-25,196000,1352264
2022-07-22,191000,1378005
2022-07-21,189000,2136819
2022-07-20,189000,985986
2022-07-19,188500,868892
2022-07-18,185500,699961
2022-07-15,183500,768143
2022-07-14,182500,780637
2022-07-13,183500,941277
2022-07-12,179000,539027
2022-07-11,179000,660814
2022-07-08,178000,824702
2022-07-07,175000,536363
2022-07-06,172500,924184
2022-07-05,177500,1097504
2022-07-04,178000,1006440
2022-07-01,180000,916020
2022-06-30,180500,1651221
2022-06-29,175500,2543120
2022-06-28,186000,1021549
2022-06-27,183000,1348957
2022-06-24,173000,472975
2022-06-23,171000,807430
2022-06-22,171500,633838
2022-06-21,172500,532008
2022-06-20,170500,518566
2022-06-17,170000,784685
2022-06-16,173000,619047
2022-06-15,174000,995832
2022-06-14,171500,1122467
2022-06-13,175000,1193167
2022-06-10,184500,571131
2022-06-09,182500,656175
2022-06-08,183000,556940
2022-06-07,183500,621262
2022-06-03,187000,400003
2022-06-02,187500,387758
2022-05-31,189500,916327
2022-05-30,187500,368902
2022-05-27,185500,334939
2022-05-26,184000,428541
2022-05-25,183500,482136
2022-05-24,185000,431231
2022-05-23,188000,436270
2022-05-20,186500,469517
2022-05-19,182000,542030
2022-05-18,185500,541137
2022-05-17,185500,530263
2022-05-16,184000,548683
2022-05-13,186500,924029
2022-05-12,180500,691192
2022-05-11,183000,724251
2022-05-10,180500,774377
2022-05-09,181500,504477
2022-05-06,182500,375723
2022-05-04,184000,347996
2022-05-03,183500,662535
2022-05-02,187000,496083
2022-04-29,186000,767005
2022-04-28,188500,705457
2022-04-27,187000,1152068
2022-04-26,187000,2313611
2022-04-25,182000,1504197
2022-04-22,180000,852781
2022-04-21,183000,657116
2022-04-20,183000,814107
2022-04-19,181000,623880
2022-04-18,178500,275773
2022-04-15,177000,559522
2022-04-14,177500,898024
2022-04-13,181000,498547
2022-04-12,178000,626266
2022-04-11,179500,641674
2022-04-08,176500,458780
2022-04-07,178500,778374
2022-04-06,180000,641803
2022-04-05,179000,426072
2022-04-04,178000,509106
2022-04-01,178000,470770
2022-03-31,180500,576522
2022-03-30,181000,1082135
2022-03-29,176500,545335
2022-03-28,174500,459678
2022-03-25,174000,563456
2022-03-24,176000,709518
2022-03-23,176000,952954
2022-03-22,173500,1166430
2022-03-21,168500,582102
2022-03-18,171000,782119
2022-03-17,168500,945451
2022-03-16,168000,863044
2022-03-15,163000,878905
2022-03-14,164500,1112790
2022-03-11,169000,774655
2022-03-10,169000,1082310
2022-03-08,168000,728464
2022-03-07,168000,1439259
2022-03-04,172500,868483
2022-03-03,177500,1244300
2022-03-02,170500,1384049
2022-02-28,175000,1247805
2022-02-25,174000,949885
2022-02-24,173000,1722526
2022-02-23,180500,549304
2022-02-22,181500,572593
2022-02-21,185000,463279
2022-02-18,183500,426090
